Nombre;Comarca;Capital;Direccion;Telefono;Email;Web;Titulo;Texto;OtrosDatos;ComoLlegar;QueVer;MasInformacion;InfoNautica;VisitaVirtual;Geolocalizacion;Coordenadas;Visualizador;Slide;SlideTitulo;SlideUrl;Kml
Llanera;Comarca del Nora;Posada de Llanera;Casa Municipal de Juventud. Avda. de Oviedo, 4. 33424 Posada;984 183 842;turismo@llanera.es;http://www.llanera.es;Palacios e historias de nobles medievales, que han sido claves en la construcción de Asturias. Una cómoda y bien comunicada área metropolitana de servicios, y zonas deportivas de ocio como el campo de golf, el aeródromo de La Morgal o el circuito ?Fernando Alonso'. Así es Llanera;La gran llanura del centro de Asturias, fue y es clave en la construcción del Principado. De su importancia histórica queda constancia a través de las numerosas y contundentes edificaciones de origen medieval como el palacio de Villanueva, el castillo de San Cucao o la casa palacio de Villabona. Llanera tuvo desde antiguo una nobleza fuerte y con personalidad, y como recuerdo de aquel tiempo queda la fiesta medieval de los ?exconxuraos' con una curiosa historia? Caminando en el tiempo, Llanera se ha convertido en un núcleo de servicios metropolitanos - con importantes polígonos empresariales - donde es posible disfrutar de campo de golf, aeródromo - el de La Morgal -, o del circuito ?Fernando Alonso', que va camino de convertirse en referencia mundial para el ocio relacionado con el automovilismo? En su ruta de los Palacios o en localidades como Posada, Lugo, etc. Llanera ofrece buena cocina y buen ambiente, tranquilidad o fiesta, a gusto del visitante. Y como no, siempre clave en el corazón de Asturias.;Población: 14.167 habitantes. Superficie: 106,7 km2 Mercado semanal: Sábados (Lugo de Llanera y Posada de Llanera);Por las carreteras AS-17, AS-240 y AS-241;Aeródromo de La Morgal y circuito ?Fernando Alonso'. Castillo de San Cucao. Palacio de Villanueva. Casa Palacio de Villabona.;;;https://viajevirtualasturias.i-cast.es/llanera.html;;43.4404914,-5.8517562;;/documents/11022/33454/Llanera5.jpg/51e941db-d66c-47a8-983f-7329bf018f85?t=1390499571781,/documents/11022/33454/Llanera1.jpg?t=1389212943436,/documents/11022/33454/Llanera4.jpg?t=1389212958524,/documents/11022/33454/Llanera2.jpg?t=1389212950777,;Área recreativa de Santu Firme,Castillo de San Cucao,Los Exconxuraos,Arlós,;,,,,;/documents/11022/33454/Llanera.kml/765e5b38-6fe4-4504-a0aa-7000447ec5a3
Pesoz;Parque Histórico del Navia;Pezós/Pesoz;Plaza del Campo. 33735 Pezós/Pesoz;985 627 000 / 985 627 014;ayuntamiento@pesoz.es;http://www.pesoz.es;Viñedos de alta montaña y un museo Etnológico, arquitectura de pizarra negra, el palacio de Ron, el pueblo de Argul, el poblado de A Paicega?Y como telón de fondo, el río Navia. Tierra amable y escarpada. Así es Pesoz.;Enclavado en las entrañas más abruptas y escarpadas del occidente asturiano está Pesoz, que como el resto de los concejos circundantes goza de un benévolo microclima que le permite ser tierra de viñedos, de ahí que se suma a la nómina de municipios del occidente entre los que están también Allande, Cangas del Narcea, Degaña, Ibias, Grandas de Salime. Illano o Tineo, que producen el singular vino de alta montaña que se da en Asturias. Precisamente por esta razón, Pesoz cuenta con un museo Etnológico en el que explica toda la historia de los viñedos astures occidentales, y con un festival del vino muy popular. Si de arquitectura hablamos, en el ámbito religioso está la Iglesia de Santiago ? de origen románico -, en la capital del concejo. Otra joya reseñable es el Palacio de Ron (actual Palacio de Monteserín) construído en piedra y pizarra característica de la zona, pero el que sin duda se lleva la 'palma' de exotismo y originalidad es el pueblo de Argul, único en toda Asturias con una arquitectura donde priman las galerías y los túneles, y donde las casas están apoyadas literalmente en la roca&#59; un conjunto único, con varias capillas, y que fue lugar de nacimiento del escultor barroco Juan Alonso Villabrille y Ron, que trabajó en la corte de Felipe V. En este recorrido de lugares exóticos no puede faltar el poblado llamado A Paicega, que a mediados del siglo XX fue construido para los obreros que trabajaban en la presa de Salime, y que tiene espectaculares vistas sobre el río Navia. A Paicega fue entre 1948 y 1955 el hogar de unas tres mil personas, dedicadas a recibir los materiales necesarios para construir la imponente presa del Embalse de Salime, que llegaban a través de un teleférico que partía desde El Espín, en Coaña. Una vez recibido el material, la labor era ingente: levantar la enorme mole de acero y hormigón. El asentamiento contaba con algunas casas, garajes y barracones, donde se alojaban los trabajadores. También había escuelas, comercios, peluquerías y hasta lugares para el ocio, como un pequeño casino y un par de salas de cine. Cuentan quienes lo conocieron que su calle principal era bulliciosa y alegre. Por supuesto también había lugares para el culto y un claro ejemplo es la iglesia, un edificio que hoy en día se mantiene en pie. El poblado, hoy convertido en un nostálgico mirador, ofrece unas espléndidas vistas sobre el río Navia y su entorno paisajístico.;Población: 191 habitantes. Superficie: 38,97 km2;Por las carreteras AS-12 y AS-13;Museo Etnológico de Pesoz. El palacio de Ron (o de Monteserín, no visitable). Argul. Mirador de A Paicega.;;;https://viajevirtualasturias.i-cast.es/pesoz.html;;43.256578,-6.875281;;/documents/11022/34134/vistas-de-pesoz.jpg/225d01c5-d5f0-400d-8814-91ba465d2870?t=1554983980146,/documents/11022/34134/Embalse+de+Grandas+desde+A+Paicega+%28Pesoz%29.jpg/4173c6e7-3e6a-4fc9-a58a-59b891e3236f?t=1554983978526,/documents/11022/34134/Museo+Etnologico+Pesoz.JPG/4b4c8f45-8efd-4ac9-937a-8a3d87be1b2d?t=1554983979717,/documents/11022/34134/Mirador+A+Paicega.jpg/e58b4e0c-60b1-44d2-9823-8c8b965e711c?t=1554983979249;Vista de Pesoz,Embalse de Grandas de Salime desde el poblado de A Paicega - Pesoz,Museo Etnológico de Pesoz,Mirador de A Paicega - Pesoz;,,,
Taramundi;Oscos-Eo;Taramundi;C/ Solleiro, 18. 33775 Taramundi;985 646 877;turismo@taramundi.net;http://www.taramundi.net;Agua, tierra, hierro y fuego, ingenios hidráulicos, cuchillería y telar. Un mundo de costumbres y oficios tradicionales que se han conservado hasta la actualidad, y un lugar que es referencia en el turismo rural español: el Hotel La Rectoral, que hoy es un símbolo de esa transformación socio-económica de la zona. Así es Taramundi.;Es referencia en el mundo por ser uno de los núcleos pioneros del turismo rural en España. El pueblo de Taramundi, capital del concejo, y su antigua casa rectoral saltaron a la notoriedad mediática en la década de los ochenta del siglo veinte por ser un experimento pionero y piloto de turismo rural en una zona entonces deprimida. Salió tan bien que hoy el municipio es emblema de este tipo de turismo y un modelo de desarrollo sostenible a seguir, en el que el turista disfruta de rutas a pie, en bici, etc., además de tener la posibilidad de degustar cocina tradicional de la tierra o adentrarse en el mundo de la cuchillería y las herrerías, cuya tradición se debe a la abundancia de hierro en la zona y se remonta a la Edad Media. Los ingenios hidráulicos vinculados a la tierra, al agua, al fuego y al hierro están muy bien puestos en valor en el Conjunto Etnográfico de Os Teixóis, y paralelamente ese mundo del pasado lleva aparejado un universo de oficios tradicionales que aún hoy perviven como es el caso de la cuchillería - que es una de las marcas de Taramundi en el mundo -, que puede observarse en la Casa Museo de la Cuchillería Tradicional de Taramundi - donde está la navaja más grande del mundo -, o verse en vivo en algún taller. El museo del Telar también en Taramundi, el Museo Etnográfico de Esquíos, el Museo de los Molinos de Mazonovo o el centro de artesanía de Bres son equipamientos que también nos transportan a ese mundo de oficios y artesanía tan característico y con tanto arraigo en esta parte de la geografía asturiana.;Población: 739 habitantes Superficie: 82,16 km2;Por la carretera AS-21;Las diez mejores cosas que ver y hacer en Taramundi. El pueblo de Taramundi y el Hotel La Rectoral Museo de la Cuchillería Conjunto Etnográfico de Os Teixóis Museo de los Molinos de Mazonovo Visitas de interés en Taramundi Artesanos Taramundi (demostraciones y visita talleres);;;https://viajevirtualasturias.i-cast.es/taramundi.html;;43.3603936,-7.1083458;;/documents/11022/35332/Taramundi3.jpg/15e676e8-3378-4e08-a5be-6adb1bfe084b?t=1528891105684,/documents/11022/35332/Taramundi1.jpg/cc91a6ab-738e-4d10-8c7e-b577dd098c4d?t=1389217315061,/documents/11022/35332/Taramundi2.jpg/ee196f97-a6fe-40a2-85af-437477f37f29?t=1528891071271,/documents/11022/35332/Sendero_Ruta_del+agua_Taramundi.jpg/7e79a24c-a7f6-475c-bfcf-528bcdae60c3?t=1469618629581,;Taramundi,Navaja de guinness en Pardiñas, municipio de Taramundi,As Veigas, en el municipio de Taramundi,Sendero Ruta del Agua en Taramundi,;,,,,;/documents/11022/35332/Taramundi.kml/bf66f52e-a5f0-42b8-b091-bda599176848
Nava;Comarca de la Sidra;Nava;"Plaza José Vicente Ordóñez ""El Turrao"". 33520 Nava";985 714 477;turnava@lacomarcadelasidra.com;http://www.ayto-nava.es;Sidra y festival, llagares, espichas, palacios muy antiguos, la sombra y leyenda de Dª Jimena, la Sierra de Peñamayor, la berrea, monte y sendas. Así es Nava, sidrera, sorprendente y afable;La capital naveta es referencia mundial de la sidra natural, y desde la década de los años sesenta del pasado siglo, su festival de la sidra (declarado de Interés Turístico Nacional) ha afianzado la tradición sidrera y elevado su ritual a rango universal. Ésta sin duda es la razón más poderosa por la que el Museo de la Sidra ? uno de los primeros interactivos de Asturias ? está ubicado en la capital del concejo. Los alrededores de esta localidad ofrecen monumentos y paisajes que colman las aspiraciones de los más inquietos. Ahí está el medieval palacio de la Cogolla o el de la Ferrería, cuyos muros vieron crecer a Doña Jimena, la mujer del Cid Campeador. Si de paisaje se trata, Nava es un paraíso para las caminatas rurales y de monte, siempre con el telón de fondo de la imponente Sierra de Peñamayor, donde en las primeras jornadas otoñales se puede disfrutar con el espectáculo de la berrea de los venados. Pero Nava es mucho más: quesos excelentes como el de Ovín, artesanía, bolos, llagares y espichas? No cabe duda que la gastronomía y la fiesta son dos de los puntos fuertes de éste siempre acogedor y animado municipio de la Comarca de la Sidra.;Población: 5.599 habitantes. Superficie: 95,81 km2 Mercado semanal: Sábados;Por la Autovía A-64 y la carretera N-634;Museo de la Sidra. Localidades de Ceceda y Nava. Sierra de Peñamayor. Rutas de senderismo de las Foces del Pendón y de la Ribera del río de la Peña.;http://www.lacomarcadelasidra.com/;;https://viajevirtualasturias.i-cast.es/nava.html;;43.3587644,-5.5082279;;/documents/11022/33704/letronas-nava.jpg/53856eae-2742-40dc-94ea-fb7e40087f97?t=1581674852224,/documents/11022/33704/Nava1.jpg/a710ff8f-cb76-4482-9340-9db261c840f2?t=1389216676224,/documents/11022/33704/Nava2.jpg/45546720-3ed0-4a8a-9579-144b845dde03?t=1389216681258,,;Letronas de Nava,Ruta de la ribera del río Peña,Mercao de Nava,Vídeo de la Comarca de la Sidra,;,,,http://youtu.be/_i_idIh5MBE,;/documents/11022/33704/Nava.kml/97271c11-de8b-4579-b603-22dced281d13
Bimenes;Comarca de la Sidra;Martimporra;Santuyano/San Julián, 111. 33527 Santuyano/San Julián;985 700 587;info@bimenes.es;http://www.bimenes.es;Románico, bable, carbón y molinos, bajo el sereno influjo de Peñamayor, modulan el alma de Bimenes;Bajo el influjo de la imponente Sierra de Peñamayor está Bimenes, tierra antigua donde la riqueza geológica de Asturias aflora una vez más en forma de carbón. Surcadas sus entrañas por ríos y arroyos, Bimenes combinó antaño a la perfección el trabajo en la mina con el ganado y la huerta en pequeñas explotaciones. Y de tanto en tanto, surge en mitad del paisaje una casa-palacio como la de Martimporra, un monumento al minero como el que hay en San Julián, una casa de Les radios como la de Suares, o una iglesia románica como la de Santa María también en Suares, o una ruta de los molinos, que guarda la memoria de tanta molienda de maíz como hubo antaño en una zona que hoy revive tradiciones como el ?amagüestu' o el ?mayado' de la manzana, no en vano estamos en la Comarca de la Sidra. Muy sensible al hecho socio-lingüístico asturiano, Bimenes es tierra de académicos y escritores en lengua asturiana, que han sido impulsores de la declaración del Bable como lengua oficial en el municipio y como un valor inmaterial de la cultura asturiana.;Población: 1.880 habitantes. Superficie: 32,69 km2;Por la carretera AS-251;La Sierra de Peñamayor. Exposición permanente Casa de Les radios. Senda de los Molinos. Casa-palacio de Martimporra.;http://www.lacomarcadelasidra.com/;;https://viajevirtualasturias.i-cast.es/bimenes.html;;43.330237,-5.565402;;/documents/11022/31507/Bimenes1.jpg?t=1389210831501,/documents/11022/31507/Bimenes2.jpg?t=1389210833405,/documents/11022/31507/Bimenes3.jpg?t=1389210835842,;Vista de Castañera, municipio de Bimenes,Palacio de Martimporra,Ruta de los molinos,Vídeo de Bimenes;,,,http://www.youtube.com/watch?v=Er0HjMIlXQY;/documents/11022/31507/Bimenes.kml/cba04852-a0fd-409d-a3c7-c69790e240f4
Pravia;Bajo Nalón;Pravia;C/ Primo de Rivera, 2 bajo. 33120 Pravia;985 821 204;oficinaturismo@pravia.es;http://www.pravia.es;Villa y corte, Prerrománico, huerta - con excelentes ?fabes' - y salmones, arquitectura palaciega e indiana, historias de pescadores?Así es Pravia.;Pravia fue 'villa y corte' de la Monarquía asturiana, y a día de hoy esta villa y capital de concejo conserva el esplendor monumental y aire regio de los tiempos en que Silo y Adosinda impusieron la hegemonía monárquica en una tierra muy fértil merced a los limos y humedades que 'regalan' dos de los caudales más poderosos de Asturias: el Narcea y el Nalón. Pravia es por ello hoy en día reino del salmón y de la huerta, y entre otras delicias su suelo genera la materia prima para la mejor fabada asturiana. Consecuencia de su vida cortesana es la Iglesia Prerrománica de San Juan Evangelista de Santianes y el museo del Prerrománico en este mismo pueblo, aunque son muchas más las bellezas con que nos deleita este municipio: El Rincón de las Aves en Santianes, los molinos de la Veiga en Cañedo, el Valle de Arango, la ruta de los miradores de Pravia a Los Cabos, la ruta del Narcea de Pravia a Luerces o la ruta de los Indianos, entre Peñaullán y Somao?;Población: 9.016 habitantes. Superficie: 102,96 km2 Mercado semanal: Jueves;Por las carreteras AS-16 y AS-236;Iglesia Prerrománica de Santianes y el Museo del Prerrománico. La villa de Pravia y su mercado semanal de los jueves. Ruta de los Indianos entre Peñaullán y Somao. Somao, Pueblo Ejemplar de Asturias 2020;;;https://viajevirtualasturias.i-cast.es/pravia.html;;43.4875717,-6.111489;;/documents/11022/34304/Pravia.jpg/02db8cc2-26c1-4101-8d9a-35900a382610?t=1541583307642,/documents/11022/34304/Casonas+en+Pravia.jpg/4016b5b0-701f-4ce0-810d-36780cb56e3a?t=1541583305677,/documents/11022/34304/Estatua+del+Rey+Silo+en+Pravia.jpg/41681020-648e-4651-891f-ea7f6c34e3a4?t=1541583306667,/documents/11022/34304/R%C3%ADo+Nal%C3%B3n+a+su+paso+por+Pravia.jpg/1a98e053-271f-43e6-9816-d79ca4904d1a?t=1541583308498;Pravia,Casonas en pravia,Rey Silo en Pravia,Río Nalón a su paso por Pravia;,,,;/documents/11022/34304/Pravia.kml/30277369-795a-4541-ab3d-24ffcf99c06a
Cabranes;Comarca de la Sidra;Santa Eulalia de Cabranes;C/ Jesús Arango, 4. 33310 Santolaya;985 898 002;info@cabranes.es;http://www.cabranes.es/turismo;Ejemplar, rural, con sabor a arroz con leche y a boroña, con frondosos bosques y generosos prados, espacio de tranquilidad y silencio rural. Así es Cabranes, con N de naturalmente;Naturaleza, prados, bosques bucólicos, paraíso de la tranquilidad. Decir Cabranes nos transporta a un universo donde se puede disfrutar del mejor románico rural como en el caso de San Julián de Viñón, y también del Museo de la Escuela Rural o de entornos indianos en los que ha quedado impresa la huella de la emigración. Además, Cabranes sabe a buena gastronomía y a tradición. Para degustar el auténtico arroz con leche astur una referencia clave es su Festival de este producto, aunque también hay otros destacados como el de la Boroña de Forna. Pero Cabranes cultiva no sólo la tradición culinaria, y por eso si hablamos de ramos y carrozas, las de sus fiestas tienen fama en toda Asturias, de ahí que los cabraneses sean también referencia en esta manifestación de la cultura tradicional. Como pueblo ha sido reconocida su unión vecinal y su capacidad de gestionar armónicamente el territorio a través del Galardón de Pueblo Ejemplar de Asturias por la Fundación Princesa al pueblo de Torazu. En definitiva, un concejo por descubrir que permite disfrutar todo el sabor de Asturias, en pleno corazón de la Comarca de la Sidra.;Población: 1.074 habitantes Superficie: 38,31 km2;Por la carretera AS-255;Museo de la Escuela Rural de Asturias. Pueblo de Torazu (Escuchar Audioguía de Torazu). Senda fluvial del río Viacaba. Ruta de Peñacabrera.;http://www.lacomarcadelasidra.com http://www.museodelaescuelarural.com;;https://viajevirtualasturias.i-cast.es/cabranes.html;;43.417089,-5.409979;;/documents/11022/31683/Cabranes1.jpg?t=1389210877451,/documents/11022/31683/torazo.jpg/ff8e5fb5-2d6a-4472-9076-425166df5607?t=1572263365030,/documents/11022/31683/Cabranes3.jpg?t=1389210882058,;Aldeas de Cabranes y Picos de Europa al fondo,Torazo en Cabranes,Iglesia de Viñón,Vídeo de la Comarca de la Sidra;,,,http://youtu.be/_i_idIh5MBE;/documents/11022/31683/Cabranes.kml/1d44f694-a1b9-4193-872c-7addfb506a01
Villaviciosa;Comarca de la Sidra;Villaviciosa;Casa de los Hevia. C/ Agua, 29 - 33300 Villaviciosa;985 891 759;turvilla@lacomarcadelasidra.com;http://www.turismovillaviciosa.es;Pumaradas y sidra, huerta y mar, Rodiles y Tazones, Románico en Amandi y Prerrománico en Valdediós, el casco histórico de la villa capitalina, Villaviciosa. Y mucho más: surf, pesca y biodiversidad en la mayor ría de Asturias, entre otros atractivos?Así es Villaviciosa.;El significado de su nombre está vinculado al concepto de fertilidad, y lo cierto es que este municipio hace honor a la etimología de su denominación. Tierra fértil, regada por la mayor ría de Asturias, Villaviciosa es espacio de pumaradas, algo que celebra cada dos años a través de su Festival de la Manzana, declarado fiesta de interés turístico regional. Además es un espacio de huerta sabrosa, de ?buenes fabes', de sidra rica y de calidad, y si de la mar se trata, en su histórico puerto de Tazones - en el que desembarcó Carlos V cuando pisó suelo español por vez primera ? se degustan los mariscos y pescados mas ?top' del Cantábrico, en un ambiente de puerto pesquero con sus casas ?colgadas' sobre el mar que le dan un aire romántico y recóndito. La capital del concejo, Villaviciosa, sede de una de las Semanas Santas más antiguas de Asturias, tiene un casco histórico muy agradable, donde se pueden ver palacios y blasonadas, y donde se puede contemplar, por ejemplo, la iglesia románica de Santa María de la Oliva?porque este municipio tiene interesantes muestras de Románico, como San Juan de Amandi o Santa María de Lugás, y de Prerrománico como San Salvador de Valdediós, impresionante conjunto de iglesia y monasterio. Entre las bellezas naturales destaca la Ría, donde se realiza avistamiento de aves y observación de la biodiversidad y donde además se pueden practicar todo tipo de deportes náuticos con base en el Puerto de El Puntal y donde es habitual ver entrenamientos de piragüismo, por la gran tradición y cantera que hay en la zona de esta especialidad. Un recorrido por la ría nos lleva hasta los pantalanes de la fábrica de Sidra El gaitero, una de las más antiguas de Asturias y que junto a otras muchas bodegas (Llagares) del municipio es visitable. La playa de Rodiles ? icono del surf -, la aldea de Sietes con sus antiguos hórreos, o el Camino de Santiago, son otros lugares de interés para el turista que visita este rincón de la Comarca de la Sidra.;Población: 14.962 habitantes Superficie: 276,23 km2 Mercado semanal: Miércoles;Por la autovía A-8 y por las carreteras N-632, AS-256, AS-267 y AS-255;Villaviciosa o el encanto de los paisajes que contempló Carlos V. Cascos Históricos de Villaviciosa y Tazones. Ría de Villaviciosa y Playa de Rodiles. Conjunto Monumental de Valdediós. Rutas de senderismo del Azabache y río Profundu. Más información ?;http://www.lacomarcadelasidra.com;Puerto deportivo de El Puntal Contacto: info@cnalbatros.com Número de amarres fijos: 140 Número de amarres transeuntes: 2 Máxima eslora recomendada: 15 m Calado Bocana: 1 m en bajamar Calado dársena: Cambia cada 6 h;https://viajevirtualasturias.i-cast.es/villaviciosa.html;;43.4817214,-5.4355748;;/documents/11022/35679/06798_Piedrafita_Villaviciosa.jpg/53a118e3-bdde-4bd9-bd37-4a15beab079d?t=1434613628083,/documents/11022/35679/RiadeVillaviciosa2.jpg/d21ecb14-b9cc-46a8-8c43-2d40e2b86f4a?t=1397126474867,/documents/11022/35679/Villaviciosa.jpg/e1b7a426-1220-4352-945a-19266107135e?t=1406020008102,,;Vistas de Piedrafita en Villaviciosa,Barcas de pesca en la ría de Villaviciosa,Vista de panorámica de Villaviciosa,Vídeo de Villaviciosa,;,,,https://www.youtube.com/watch?v=K56Uhn00JpA,;/documents/11022/35679/Villaviciosa.kml/c9cbf00b-e0fa-43ec-bf24-67ec5714d1f3
Ribadesella;Oriente de Asturias;Ribadesella/Ribeseya;Paseo Princesa Letizia. 33560 Ribadesella/Ribeseya;985 860 038;info@ribadesella.es;http://www.ribadesella.es;Situado en la costa oriental de Asturias, a los pies de los Picos de Europa, el concejo de Ribadesella ofrece al visitante una amplia variedad de atractivos: paisaje, historia, cultura, naturaleza, fiestas, gastronomía? concentrados en un territorio recorrido por el río más famoso de Asturias, el Sella.;"Cuenta con un espacio urbano de calidad, articulado por un amplio paseo marítimo en el que el río, la ría y la mar acompañan el recorrido por otros hitos de la villa: el Mirador de Guía, el Paseo de la Grúa y la Ruta Histórica del Puerto, el Paseo Princesa Letizia, y el de los Vencedores del Sella, la Playa de Santa Marina con sus espectaculares construcciones de Indianos levantadas a principios del siglo XX o la Ruta de los Dinosaurios en la Punta' l Pozu. Pero la joya de la corona es la Cueva de Tito Bustillo, declarada Patrimonio de la Humanidad. En 1968 un grupo de espeleólogos se adentró en la cueva y se encontró en una de las galerías con un extraordinario conjunto de pinturas y grabados en las paredes. Desde entonces se vienen realizando estudios en el interior de la misma y hoy en día se puede afirmar que existen al menos 12 importantes conjuntos de arte rupestre a lo largo de toda la cavidad con gran variedad de pinturas y grabados que hacen que la Cueva de Tito Bustillo sea considerada como uno de los conjuntos rupestres más importantes del Arte Paleolítico mundial. Además Ribadesella cuenta con una zona rural que ofrece interesantes visitas: la arquitectura popular y las casonas solariegas propiedad de antiguas familias conviven con un paisaje rural salpicado de pequeñas calas de extraordinaria belleza, cuevas con espectaculares formaciones geológicas, como la Cuevona de Cueves que da acceso al pueblo del mismo nombre, o dramáticos acantilados, con sus sorprendentes ""bufones"". A lo largo del año tienen lugar en esta villa marinera diferentes actos culturales, festivos, deportivos? que la hacen única: las carreras de caballos en la Playa de Santa Marina, los conciertos de música de cámara en una espectacular cavidad con una acústica inigualable: la Cuevona de Ardines, el Festival de Jazz, el Descenso Internacional del Sella, única Fiesta declarada de Interés Turístico Internacional en Asturias, las fiestas con procesiones marineras del verano?";Población: 6.209 habitantes. Superficie: 84,37 km2 Mercado semanal: Miércoles;Por la Autovía A8 y por las carreteras N-634, N-632 y AS-263;La Fiesta de las Piraguas, que no hay fiesta más alegre, ni esencia más asturiana. Cueva y Centro de Arte Rupestre de Tito Bustillo. Casco Antiguo, Ruta Histórica del Puerto y Ermita de la Guía. Playa y paseo marítimo de Santa Marina con construcciones indianas y Playa de Vega con su sistema dunar. La Cuevona de Cuevas y las Huellas de dinosaurio de los acantilados...   Escuchar Audioguía de Ribadesella    ;;;https://viajevirtualasturias.i-cast.es/ribadesella.html;;43.4630834,-5.056138;;/documents/11022/34515/M_Ribadesella+4.jpg/3490e3b7-330c-4af4-8bbd-cb8f53e345d3?t=1520254019082,/documents/11022/34515/M_Ribadesella2.jpg/37ae1043-959e-4d5d-8c39-567a0736a5b0?t=1449071217600,/documents/11022/34515/M_Ribadesella5.jpg/7c7ee49e-c283-4733-8305-39861fd6683a?t=1520254020147,,;Vista de Ribadesella/Ribeseya,Cueva de Tito Bustillo,Ría de Ribadesella,Vídeo de Ribadesella,;,,,http://www.youtube.com/watch?v=cFG4bly1OzY,;/documents/11022/34515/Ribadesella.kml/11c82a7c-f545-441b-ab2a-e93803941ec9
San Martín de Oscos;Oscos-Eo;Samartín;Plaza de las Infantas. 33777 Samartín;664 113 815 / 985 626 000 / 985 626 046;turismo@sanmartindeoscos.es,sanmartindeoscos@yahoo.es;http://www.oscoseoturismo.com;Tiempo y memoria, palacios como el de Mon y casas solariegas como la de los Guzmanes ,retrato de la vida campesina en Villarquille, hospitalidad y cocina de las abuelas, bosques y caminos coloridos en otoño, ríos y arroyos?Así es San Martín de Oscos.;El tiempo transcurre lentamente, como detenido, en un entorno ideal para el relax total, para la vida contemplativa que se desgrana contemplando la envergadura y el impresionante escudo nobiliario del Palacio de Mon, o haciendo la ruta en torno a este paraje, o disfrutando con la llegada a la capital del municipio, Samartín, que deleita al foráneo con su hospitalidad, con su gastronomía, o con la visita a la iglesia parroquial o a la casa de los Guzmanes? Si en Asturias hubiera que buscar o imaginar a los guardianes del tiempo, de la memoria, de las costumbres y la vida de los pueblos, sin duda uno de los más poderosos estaría en Los Oscos, una comarca que parece diseñada para la ciencia etnográfica y que puede colmar las expectativas de los viajeros e investigadores que quieren viajar al pasado?Una metáfora perfecta de este tiempo detenido es la Casa del Marco, en Villarquille, una muestra de la vida de los campesinos del occidente más recóndito y auténtico hasta bien entrado el siglo XX. Por sus ríos y arroyos, sus fuentes, sus dulces valles, el color de sus bosques en otoño, y sus asequibles montañas, los Oscos y San Martín de Oscos en particular es un lugar más que idóneo para el senderismo.;Población: 466 habitantes. Superficie: 66,56 km2;Por la carretera AS-13;"Los Oscos, Pueblo Ejemplar de Asturias 2016. Palacio de Mon (Mon, para acceder al interior es necesario concertar visita en la Oficina de Turismo). Iglesia de San Martín de Oscos y Casa de los Guzmanes (Samartín). Museo ""Casa del Marco"", en Villarquille. Rutas de Senderismo (Ruta de las Minas, Senda Verde, Ruta Monte Marón y Ascuita, Ruta Piorno a los Fornos y Ruta de Mon). Más información ?";;;https://viajevirtualasturias.i-cast.es/sanmartindeoscos.html;;43.2650908,-6.9616133;;/documents/11022/34861/SMartinOscos1.jpg?t=1389213540856,/documents/11022/34861/Ruta+de+Mon/1b0403df-42fb-4eec-ba5d-9ff46d779f22?t=1395411223756,/documents/11022/34861/SMartinOscos3.jpg?t=1389213561876,,;Ruta de Mon,Vistas de Valle de San Martín de Oscos desde la Ruta de Mon,Molino de Soutelo en Labiarón, municipio de San Martín de Oscos,Vídeo,;,,,https://www.youtube.com/watch?v=ocbrMdi8FbE,;/documents/11022/34861/San_Martin_de_Oscos.kml/b2defa61-e41e-4316-ae4c-7fbd52e02f9c
El Franco;Parque Histórico del Navia;A Caridá;C/ As Quintas. Aula Etnográfica A Bodega As Quintas. 33750 A Caridá;985 637 233 / 985 478 601;turismo@elfranco.es;http://www.elfranco.es;El romanticismo de El Porto/Viavélez y el genio literario de Corín Tellado, las playas, pedreros y acantilados, el sabor a mar de su cocina, la arquitectura de A Caridá o el Museo de la forja componen un mosaico de emociones único. Así es El Franco;<b Mira al mar y vive el mar, de ahí que uno de sus enclaves más históricos, la villa y puerto de El Porto/Viavélez conserve todo el sabor marinero de los viejos puertos del Cantábrico. Pasear por las calles de El Porto/Viavélez es un continuo descubrimiento que nos conduce al placer supremo: la contemplación de la infinidad océana desde atalayas privilegiadas. El Porto/Viavélez destila romanticismo como su Hija Predilecta, gran maestra universal de la novela romántica, Corin Tellado. </b Y ese romanticismo se extiende por todo el municipio, un territorio donde la senda costera, el Camino de Santiago, el Museo de la Forja, o las calles y arquitectura de su capital, A Caridá, completan un cuadro de emociones, sentimientos y experiencias únicos en este ?trozo' de litoral del occidente asturiano, salpicado de playas sorprendentes.;Población: 3.946 habitantes. Superficie: 78,04 km2 Mercado semanal: Martes;Por la Autovía A-8 y la carretera N-634;Villa marinera de El Porto/Viavélez. Museo de la Forja. Senda costera. Cuevas de Andina;;;https://viajevirtualasturias.i-cast.es/elfranco.html;;43.5512766,-6.8291853;;/documents/11022/32514/pueblo-y-puerto-de-viavelez.jpg/a0e2af1a-4035-42e3-8fc8-5b81e3997a5d?t=1572278191089,/documents/11022/32514/playadeporc%C3%ADa_2.jpg/bfdb775e-69c4-4587-87e5-d07d1ef76200?t=1572278452810,/documents/11022/32514/viavelez.jpg/fa755f12-24a4-45ab-ae8e-6e518f710d05?t=1572278191934,/documents/11022/32514/playa-de-pormenande.jpg/5b193ee6-e5cb-40c0-87af-b79d0ea7e030?t=1572278770109;Pueblo y Puerto de El Porto/Viavélez, El Franco,Playa de Porcía,Puerto de El Porto/Viavélez,Playa de Pormenande;,,,;/documents/11022/32514/El_Franco.kml/647e4be8-b6f2-4a1a-a8f8-1adc5d334e33
